ticket_id,customer_segment,product_area,priority,channel,agent_tenure_months,first_response_min,resolution_min,reopen_count,csat_1_5,refund_requested,escalation,bug_confirmed,sentiment_score,sla_breached
203065,Consumer,billing,low,email,15.1,42.1,1094.6,0,3,1,0,1,0.225,0
203066,Consumer,api,medium,phone,24.2,7.4,4638.8,0,3,0,0,0,0.001,1
203067,Consumer,api,low,email,12.6,101.9,1696.0,0,4,0,0,1,0.091,1
203068,SMB,performance,medium,email,6.1,33.3,544.9,0,4,0,0,0,0.392,0
203069,Consumer,billing,low,phone,15.2,10.3,300.5,0,5,0,0,0,0.367,0
203070,Consumer,login,low,email,4.2,25.8,92.5,0,4,0,0,0,0.217,0
203071,SMB,performance,high,chat,15.2,7.2,1369.9,0,4,0,0,0,0.011,1
203072,Consumer,performance,high,chat,20.9,12.7,661.4,1,4,0,0,0,-0.216,1
203073,SMB,billing,urgent,phone,48.3,7.1,351.7,0,4,0,1,0,0.384,1
203074,Enterprise,mobile,medium,email,16.4,37.8,3516.1,3,3,0,0,1,-1.0,1
203075,Consumer,performance,medium,email,11.2,86.7,304.6,0,5,0,0,1,0.172,0
203076,Consumer,mobile,high,email,11.1,41.4,219.9,0,5,0,0,1,0.325,0
203077,SMB,mobile,medium,email,11.6,49.0,680.8,0,4,0,0,0,0.019,0
203078,Consumer,login,high,email,69.3,12.5,492.2,0,4,0,1,0,0.238,1
203079,Consumer,billing,medium,chat,16.6,8.8,216.6,0,5,0,0,0,0.52,0
203080,Enterprise,performance,low,email,8.0,40.7,702.1,1,4,0,0,0,-0.193,0
203081,Enterprise,billing,low,email,19.5,57.6,764.0,0,4,0,0,1,0.274,0
203082,Consumer,api,high,email,44.9,27.2,727.5,1,5,0,0,1,-0.145,1
203083,Consumer,performance,low,community,31.4,352.8,302.5,0,4,0,0,1,0.378,0
203084,Consumer,performance,high,chat,19.6,17.3,1353.8,0,3,0,0,1,0.347,1
203085,Consumer,integrations,medium,email,15.4,112.1,811.9,1,5,1,0,1,-0.438,1
203086,Consumer,performance,low,chat,15.8,25.4,530.3,0,5,0,0,0,0.359,0
203087,Enterprise,login,medium,phone,9.1,8.3,571.8,1,4,0,0,1,-0.03,0
203088,SMB,performance,medium,email,22.7,45.0,392.9,0,5,0,0,0,0.356,0
203089,Consumer,billing,low,email,65.7,113.3,104.7,1,4,0,0,0,0.489,0
203090,Consumer,mobile,high,chat,33.3,4.3,154.1,1,4,0,0,0,0.506,0
203091,SMB,login,low,phone,1.0,20.5,183.4,0,4,0,0,0,0.371,0
203092,Consumer,mobile,low,chat,48.1,10.1,189.0,0,5,0,0,0,0.405,0
203093,SMB,billing,high,email,14.6,42.6,941.7,1,3,0,0,1,-0.247,1
203094,Consumer,mobile,low,chat,3.9,15.4,946.6,0,4,0,0,0,0.205,0
203095,Consumer,login,low,phone,24.3,11.1,255.1,0,5,0,0,0,0.274,0
203096,Consumer,api,medium,email,59.0,46.2,852.0,0,4,0,0,0,0.093,1
203097,Consumer,integrations,urgent,email,35.4,35.0,330.3,0,4,0,0,0,-0.062,1
203098,Enterprise,api,high,chat,42.0,9.0,1694.2,0,3,0,1,0,0.212,1
203099,Consumer,login,urgent,email,4.9,18.2,433.0,0,4,0,0,0,0.591,1
203100,Enterprise,performance,medium,phone,12.6,6.7,1412.0,0,3,0,0,0,0.006,1
203101,Consumer,login,medium,email,31.9,68.9,125.6,0,5,0,0,0,0.456,0
203102,Consumer,performance,low,email,34.1,101.6,205.1,0,5,0,0,1,-0.071,0
203103,Consumer,mobile,high,phone,22.8,30.4,183.0,0,5,1,0,0,0.554,0
203104,SMB,performance,medium,chat,12.6,36.3,1078.8,0,3,0,0,1,-0.101,1
203105,Consumer,performance,medium,chat,15.9,10.4,898.8,0,3,0,0,1,-0.174,1
203106,Consumer,api,low,email,14.3,44.0,755.0,0,4,0,0,0,0.087,0
203107,Consumer,performance,high,chat,6.9,2.7,678.7,0,5,0,0,0,-0.23,1
203108,SMB,mobile,medium,chat,17.1,8.5,331.3,0,4,0,0,0,0.736,0
203109,SMB,performance,medium,email,16.4,80.2,2769.1,0,3,0,0,1,-0.47,1
203110,SMB,billing,low,email,4.1,66.1,201.1,0,5,0,0,0,0.414,0
203111,SMB,integrations,low,phone,16.4,6.9,655.7,0,5,1,1,1,-0.182,0
203112,Enterprise,login,high,phone,3.2,3.7,703.2,0,5,0,0,0,0.222,1
203113,Consumer,performance,high,chat,23.8,17.1,800.8,0,3,0,0,0,0.424,1
203114,Consumer,mobile,medium,chat,11.3,18.2,589.9,0,4,0,0,0,1.0,0
203115,Consumer,performance,high,email,12.3,39.2,463.0,0,5,0,0,0,-0.354,1
203116,Consumer,billing,medium,email,20.6,118.3,607.1,2,4,0,0,0,0.071,0
203117,Consumer,login,high,email,15.5,35.7,100.1,0,5,0,0,0,0.059,0
203118,Consumer,performance,high,chat,17.4,15.7,1359.8,0,4,0,0,1,-0.054,1
203119,SMB,billing,low,email,27.1,129.1,192.3,0,5,0,0,1,0.599,0
203120,Consumer,integrations,medium,email,22.8,66.6,660.6,0,4,0,0,0,0.278,0
203121,Consumer,mobile,high,chat,14.3,8.7,539.4,1,3,0,0,0,-0.51,1
203122,Consumer,api,medium,email,24.5,145.3,295.5,0,5,0,0,0,0.293,0
203123,Enterprise,performance,low,email,18.5,73.6,1244.5,0,4,0,0,0,0.308,0
203124,Enterprise,login,medium,phone,10.5,7.1,282.5,0,4,0,0,1,0.377,0
203125,SMB,integrations,low,email,18.2,52.9,775.0,0,5,0,0,1,0.511,0
203126,Enterprise,api,low,email,43.1,115.2,3867.3,0,4,0,1,1,-0.676,1
203127,SMB,api,high,chat,12.1,10.7,641.3,1,4,0,0,0,-0.188,1
203128,Consumer,billing,medium,chat,9.4,9.1,308.1,1,3,0,0,0,0.269,0
203129,SMB,billing,medium,phone,31.6,16.6,1923.3,0,3,0,0,1,0.163,1
203130,Consumer,api,high,phone,40.8,4.3,2254.3,1,4,0,1,1,-0.726,1
203131,SMB,billing,medium,email,58.4,39.6,292.4,0,4,0,0,0,0.517,0
203132,Enterprise,performance,medium,email,7.8,18.4,2305.0,0,4,0,0,0,-0.67,1
203133,Enterprise,api,high,chat,24.8,4.4,740.0,0,4,0,0,0,0.25,1
203134,SMB,billing,high,email,27.4,46.7,310.9,0,5,0,0,0,0.536,0
203135,Consumer,mobile,high,email,10.8,42.8,674.0,1,4,0,0,1,-0.151,1
203136,SMB,performance,low,phone,18.8,2.3,1488.1,0,4,0,0,1,0.151,1
203137,SMB,billing,medium,phone,12.3,6.1,221.6,0,5,1,0,0,0.386,0
203138,Enterprise,api,low,community,15.1,134.3,1432.4,0,5,0,0,0,0.166,0
203139,SMB,performance,medium,email,51.4,70.9,597.6,0,5,0,0,1,0.293,0
203140,Consumer,login,low,email,26.9,96.3,373.3,1,4,0,0,0,0.131,0
203141,Consumer,integrations,high,community,2.8,166.5,309.5,0,4,0,0,0,0.34,0
203142,Consumer,login,urgent,email,6.4,24.9,115.8,0,5,0,0,0,-0.211,0
203143,SMB,mobile,medium,email,8.5,100.7,376.4,0,5,0,0,0,0.019,0
203144,SMB,login,high,email,23.4,48.3,809.8,0,4,0,0,0,-0.157,1
203145,Consumer,integrations,medium,community,30.0,264.0,515.2,0,5,0,0,1,0.466,0
203146,Enterprise,login,low,chat,23.4,13.7,175.0,1,4,0,0,0,0.557,0
203147,SMB,performance,medium,community,14.0,530.4,491.5,0,5,0,0,0,0.026,0
203148,SMB,performance,urgent,chat,35.8,12.5,1719.6,0,4,0,0,0,-0.001,1
203149,Enterprise,integrations,low,community,14.9,83.4,1642.7,2,4,0,1,1,-0.683,1
203150,Consumer,billing,low,email,29.5,49.2,470.7,0,5,0,0,0,0.283,0
203151,Enterprise,mobile,low,chat,14.0,17.6,296.5,0,4,0,0,0,0.308,0
203152,Enterprise,performance,low,chat,44.6,17.9,860.8,1,4,0,0,1,0.245,0
203153,SMB,billing,medium,email,14.2,40.7,116.4,0,3,0,0,0,0.227,0
203154,Enterprise,mobile,low,community,4.3,253.6,754.0,1,4,0,0,0,0.072,0
203155,SMB,performance,low,chat,9.8,27.4,525.4,0,5,0,0,0,0.175,0
203156,Consumer,performance,low,chat,33.2,21.3,248.1,0,5,0,0,0,0.1,0
203157,Consumer,api,low,email,19.9,108.7,798.9,0,4,0,0,0,-0.096,0
203158,Enterprise,login,low,chat,41.7,11.0,452.5,1,4,0,0,0,0.432,0
203159,Consumer,billing,urgent,chat,40.1,9.6,405.7,0,3,0,1,0,0.22,1
203160,Consumer,billing,high,email,10.8,52.8,196.9,0,5,0,0,0,0.179,0
203161,SMB,billing,low,chat,14.0,12.5,579.0,0,5,0,0,0,0.252,0
203162,SMB,mobile,medium,email,12.4,77.8,539.0,1,5,0,0,0,-0.044,0
203163,Consumer,billing,high,email,39.8,26.5,602.6,0,3,0,0,0,0.533,1
203164,Consumer,login,medium,phone,19.9,12.9,60.8,0,5,0,0,0,0.583,0
203165,Consumer,performance,high,email,3.9,56.3,1538.1,0,3,0,0,0,-0.345,1
203166,Consumer,mobile,medium,email,12.5,59.3,914.4,0,4,0,0,1,0.018,1
203167,Consumer,billing,low,email,25.8,74.1,347.9,0,5,0,0,0,0.468,0
203168,Consumer,integrations,medium,email,22.3,30.4,751.9,1,4,0,1,0,-0.28,1
203169,Consumer,billing,high,chat,14.8,18.1,508.9,0,5,0,0,0,0.087,1
203170,SMB,login,low,chat,5.2,12.9,239.9,0,4,0,0,0,-0.026,0
203171,SMB,performance,low,email,19.3,52.0,334.0,0,5,0,0,0,0.271,0
203172,Consumer,mobile,low,phone,16.5,7.1,1633.6,0,3,0,0,1,0.132,1
203173,SMB,login,low,email,25.6,77.8,250.4,0,5,0,0,0,0.058,0
203174,Consumer,performance,high,email,4.2,108.3,285.3,0,5,0,0,0,0.379,0
203175,Enterprise,api,high,chat,37.8,27.5,1987.3,0,3,0,0,0,-0.124,1
203176,Enterprise,integrations,high,phone,12.8,5.3,553.0,0,4,0,0,1,-0.335,1
203177,Consumer,login,low,chat,41.2,17.5,379.9,0,5,0,0,0,0.565,0
203178,SMB,performance,medium,email,13.8,44.0,1711.4,0,3,0,0,0,-0.445,1
203179,Enterprise,billing,low,email,6.1,58.7,198.0,1,5,0,1,0,0.064,0
203180,Consumer,integrations,high,phone,40.0,4.5,1747.0,1,4,0,0,1,-0.622,1
203181,Consumer,performance,high,email,23.8,19.8,530.7,0,3,0,0,0,0.634,1
203182,Enterprise,billing,medium,chat,11.3,12.6,488.5,0,4,0,0,0,0.623,0
203183,SMB,api,urgent,email,49.9,41.6,2760.1,0,3,0,0,1,-0.705,1
203184,Consumer,integrations,high,email,29.7,43.5,336.3,0,5,0,0,0,0.254,0
203185,Consumer,login,low,email,5.3,92.7,129.1,0,5,0,0,0,0.928,0
203186,Consumer,billing,low,email,24.1,75.2,169.8,0,5,0,1,0,-0.26,0
203187,Consumer,mobile,medium,phone,23.8,7.6,889.6,0,4,0,0,0,-0.097,1
203188,Consumer,mobile,urgent,email,13.6,55.8,1989.8,0,4,0,1,0,0.078,1
203189,SMB,mobile,medium,chat,6.9,10.5,198.0,0,5,0,0,0,0.111,0
203190,Consumer,integrations,medium,email,16.5,31.0,509.7,0,5,0,0,0,0.421,0
203191,Consumer,performance,low,email,67.5,56.1,304.4,0,4,0,0,0,0.358,0
203192,Consumer,billing,medium,community,31.0,232.8,170.0,0,5,0,0,0,0.16,0
203193,Consumer,performance,low,chat,31.9,17.9,763.6,0,3,0,0,0,0.083,0
203194,SMB,login,low,email,32.4,59.5,268.5,0,4,0,0,0,0.419,0
203195,Consumer,mobile,high,email,39.1,19.6,194.5,0,5,0,0,0,0.078,0
203196,Consumer,performance,medium,community,59.8,225.3,328.6,0,5,0,0,0,0.111,0
203197,Consumer,performance,low,email,8.2,32.7,838.4,1,4,0,0,0,-0.024,0
203198,SMB,mobile,low,email,28.3,89.5,1475.4,0,4,0,0,0,0.212,1
203199,Consumer,billing,low,phone,8.3,3.6,294.3,0,5,0,0,1,0.537,0
203200,Consumer,integrations,urgent,email,12.5,16.2,1295.2,0,5,0,0,1,0.066,1
203201,SMB,login,low,email,56.3,44.3,150.3,0,5,0,0,1,-0.185,0
203202,SMB,performance,high,email,23.0,27.8,2482.3,0,4,0,0,1,-0.021,1
203203,SMB,integrations,low,email,50.7,83.1,246.5,0,5,0,0,0,0.148,0
203204,Consumer,performance,high,email,31.1,60.9,694.2,0,5,0,0,0,0.008,1
203205,Consumer,performance,low,email,30.7,29.0,201.4,1,4,0,0,0,0.075,0
203206,SMB,integrations,high,phone,61.7,4.8,944.5,0,3,0,0,1,-0.094,1
203207,Consumer,mobile,medium,phone,22.2,12.3,337.9,0,5,0,0,0,0.624,0
203208,Consumer,mobile,low,email,17.1,94.7,215.4,1,4,1,0,0,0.191,0
203209,Enterprise,mobile,low,phone,39.8,14.2,630.2,1,4,1,0,1,-0.306,0
203210,SMB,mobile,low,chat,53.7,7.1,320.4,0,5,0,0,0,0.422,0
203211,Consumer,login,low,phone,24.8,16.0,118.0,0,4,0,0,1,-0.093,0
203212,Consumer,login,medium,chat,45.5,23.3,45.4,0,4,0,0,0,0.244,0
203213,Consumer,login,medium,phone,7.9,10.9,286.9,0,5,0,0,0,0.4,0
203214,SMB,performance,medium,email,13.4,49.2,806.8,1,4,0,0,1,-0.349,1
203215,Enterprise,login,low,chat,17.9,12.5,205.5,0,5,1,0,0,0.468,0
203216,Consumer,mobile,medium,phone,21.4,3.2,392.2,0,4,0,0,0,0.39,0
203217,Enterprise,api,medium,email,27.7,35.0,2223.0,0,4,1,0,0,-0.106,1
203218,SMB,login,high,chat,30.0,3.9,248.3,0,5,0,0,0,0.051,0
203219,Consumer,integrations,medium,chat,4.4,67.1,1056.3,1,4,0,0,1,-0.427,1
203220,Enterprise,billing,low,email,21.3,28.1,449.3,0,5,0,0,0,0.293,0
203221,Enterprise,mobile,high,community,15.3,68.2,2546.6,1,4,0,0,1,-0.547,1
203222,Consumer,login,medium,phone,16.9,4.9,274.7,0,5,0,0,1,0.281,0
203223,Consumer,integrations,low,phone,8.0,11.6,215.9,0,4,0,0,0,0.287,0
203224,Consumer,mobile,medium,email,7.0,39.9,489.9,0,4,0,0,0,0.681,0
203225,Consumer,integrations,medium,phone,13.1,5.4,310.8,0,5,0,0,0,0.191,0
203226,Consumer,mobile,low,phone,21.2,11.3,261.7,0,5,0,0,0,0.08,0
203227,SMB,mobile,high,community,21.1,140.7,1276.8,0,4,0,0,1,0.121,1
203228,Consumer,login,low,email,16.3,117.2,193.9,0,4,0,0,0,-0.171,0
203229,Enterprise,performance,high,chat,16.7,24.0,2068.7,0,4,0,1,0,-0.537,1
203230,SMB,api,low,chat,55.5,7.2,396.9,0,4,0,0,0,0.656,0
203231,Consumer,integrations,medium,chat,13.5,10.3,1241.4,0,3,0,0,1,-0.519,1
203232,Consumer,billing,medium,phone,2.3,14.1,393.5,0,4,0,0,0,-0.215,0
203233,SMB,performance,high,chat,15.5,7.6,2650.3,0,4,0,0,0,-0.054,1
203234,Consumer,api,low,phone,12.6,16.0,517.5,0,5,0,0,0,0.241,0
203235,SMB,integrations,medium,phone,30.0,3.8,827.3,1,3,0,0,0,0.234,1
203236,Consumer,api,urgent,chat,13.9,6.7,1149.8,1,4,0,1,0,-0.483,1
203237,Consumer,billing,low,email,37.8,44.2,1349.1,0,5,0,0,0,-0.038,0
203238,Consumer,integrations,low,community,61.9,635.8,447.9,0,4,0,0,1,0.276,0
203239,Consumer,mobile,medium,community,14.1,169.3,1332.4,0,3,0,0,0,0.12,1
203240,Consumer,performance,medium,community,8.6,438.7,669.4,0,4,0,0,0,0.154,0
203241,Consumer,integrations,low,email,9.1,99.0,459.3,0,4,0,0,1,0.127,0
203242,Consumer,api,medium,email,4.3,42.5,448.4,0,5,0,0,0,0.221,0
203243,SMB,integrations,high,email,17.1,23.0,901.4,0,4,0,0,0,0.088,1
203244,SMB,billing,high,email,29.4,44.7,493.3,1,3,0,0,0,-0.037,1
203245,Consumer,api,low,email,31.0,149.0,996.2,1,3,0,0,0,0.171,0
203246,SMB,mobile,low,community,18.5,295.3,519.8,0,4,0,0,0,0.194,0
203247,Consumer,performance,urgent,email,1.9,46.6,2294.5,0,4,0,0,1,-0.074,1
203248,SMB,login,high,phone,15.5,9.5,995.4,0,5,0,0,1,0.283,1
203249,Consumer,mobile,high,email,59.4,37.0,178.4,0,4,0,1,0,0.412,0
203250,Consumer,mobile,low,phone,6.0,19.7,373.6,0,5,0,0,0,0.372,0
203251,Enterprise,mobile,medium,community,42.5,390.1,558.2,0,4,0,0,1,0.716,0
203252,SMB,performance,medium,community,29.6,339.5,407.4,0,4,0,0,0,0.213,0
203253,Enterprise,login,medium,community,20.8,330.0,111.1,1,5,0,0,0,-0.206,0
203254,Consumer,login,low,email,11.5,33.6,157.4,0,4,0,0,0,0.872,0
203255,SMB,api,low,phone,35.5,10.9,1112.6,0,4,0,0,0,0.152,0
203256,Consumer,integrations,medium,chat,31.5,8.4,440.2,0,5,0,0,0,0.357,0
203257,Consumer,mobile,medium,chat,18.6,11.5,335.1,0,4,0,0,1,-0.162,0
203258,Consumer,api,high,email,6.3,20.5,1746.7,2,4,0,0,1,-0.815,1
203259,Enterprise,billing,high,email,38.5,38.0,571.0,0,4,0,0,0,0.325,1
203260,Consumer,integrations,low,email,14.6,48.7,232.5,0,3,0,0,0,0.021,0
203261,Consumer,performance,medium,email,9.1,38.3,1379.4,0,4,0,0,0,0.006,1
203262,Consumer,mobile,medium,community,28.7,127.3,182.7,1,5,0,0,1,0.275,0
203263,Consumer,login,low,email,6.9,106.2,94.2,0,5,0,0,0,0.579,0
203264,Consumer,login,medium,email,7.3,55.4,78.1,1,4,0,0,0,0.66,0
203265,Enterprise,billing,low,email,21.1,97.2,189.7,0,4,0,0,0,0.258,0
203266,SMB,mobile,high,chat,31.4,4.0,141.9,0,4,0,0,0,0.393,0
203267,Enterprise,login,medium,chat,11.4,14.5,162.4,0,5,0,0,0,0.285,0
203268,Consumer,performance,high,phone,61.9,16.5,825.8,0,4,0,0,1,-0.192,1
203269,Consumer,login,high,phone,13.7,3.8,585.4,0,4,0,0,0,0.343,1
203270,Enterprise,performance,urgent,email,54.6,33.2,4891.0,1,3,0,1,0,-1.0,1
203271,Consumer,mobile,medium,email,54.6,90.5,525.3,0,4,0,0,0,0.473,0
203272,Consumer,performance,urgent,chat,52.4,9.1,1376.8,4,3,0,1,1,-0.91,1
203273,Consumer,performance,low,chat,22.2,25.0,422.8,0,5,0,0,0,0.238,0
203274,Enterprise,login,medium,community,15.3,618.1,501.8,0,4,0,0,0,-0.097,0
203275,Consumer,api,high,chat,49.2,6.6,609.1,0,5,1,0,1,-0.065,1
203276,SMB,mobile,medium,phone,27.9,7.3,627.9,0,4,0,0,1,0.526,0
203277,Consumer,mobile,medium,email,21.8,73.7,797.5,0,5,0,0,0,-0.138,1
203278,SMB,mobile,medium,community,13.2,149.5,538.9,0,3,0,0,0,0.208,0
203279,SMB,login,low,chat,21.7,10.7,198.7,0,4,0,0,0,0.195,0
203280,Consumer,billing,medium,email,11.0,32.7,1079.5,0,4,0,0,1,-0.038,1
203281,Consumer,performance,high,email,28.8,74.4,1343.0,0,4,0,0,0,-0.025,1
203282,Consumer,login,medium,phone,25.2,12.8,152.3,0,5,0,0,0,0.439,0
203283,Enterprise,login,high,chat,57.2,18.3,128.8,0,4,0,0,0,-0.201,0
203284,SMB,login,low,chat,19.1,8.0,70.3,0,3,0,0,0,-0.168,0
203285,Enterprise,integrations,low,chat,17.4,14.3,354.7,0,4,0,0,0,0.292,0
203286,Consumer,login,urgent,phone,16.7,4.2,636.4,2,4,0,0,1,-0.684,1
203287,SMB,login,high,chat,38.3,10.4,585.9,1,3,0,0,0,-0.431,1
203288,Enterprise,api,low,email,14.8,50.3,441.7,0,4,0,0,0,0.359,0
203289,Consumer,api,high,email,20.9,34.7,712.3,0,4,0,0,0,-0.048,1
203290,Consumer,mobile,urgent,phone,65.5,4.1,1454.5,0,3,0,1,0,-0.222,1
203291,Consumer,billing,medium,community,23.2,247.1,104.4,0,4,0,0,0,0.504,0
203292,Enterprise,billing,low,email,3.0,92.2,474.0,0,5,0,1,0,0.459,0
203293,Consumer,performance,low,chat,32.4,23.0,1000.8,0,5,0,0,1,0.006,0
203294,Consumer,billing,medium,email,8.8,98.0,250.5,0,4,1,0,0,0.324,0
203295,Enterprise,integrations,low,chat,4.0,13.2,745.2,0,4,0,0,0,-0.151,0
203296,Consumer,performance,medium,community,38.8,295.4,511.0,0,4,0,0,0,-0.046,0
203297,Consumer,mobile,medium,chat,15.1,6.9,908.8,1,4,0,0,1,-0.431,1
203298,Consumer,performance,low,email,22.1,74.2,533.3,0,3,0,0,0,-0.068,0
203299,Enterprise,billing,high,email,4.3,56.5,515.3,1,4,0,1,0,-0.516,1
203300,Consumer,performance,low,email,13.7,177.0,1020.6,0,3,0,0,0,-0.165,0
203301,Enterprise,mobile,high,email,30.2,57.3,1570.2,1,3,0,0,0,-0.597,1
203302,Enterprise,mobile,low,email,23.8,78.9,930.9,0,3,0,1,0,0.38,0
203303,Consumer,mobile,low,email,30.6,62.6,232.5,0,4,0,0,0,-0.373,0
203304,Consumer,integrations,high,chat,33.2,13.0,1506.6,1,3,1,0,1,0.053,1
203305,Consumer,login,low,email,34.2,64.2,252.6,0,5,0,0,0,0.122,0
203306,SMB,integrations,medium,chat,13.7,17.5,792.9,1,4,0,0,1,-0.322,1
203307,Consumer,billing,high,email,15.0,19.8,171.7,0,5,0,0,0,0.72,0
203308,Consumer,billing,low,chat,8.0,5.3,612.5,0,4,0,0,0,0.182,0
203309,Consumer,billing,low,phone,19.0,6.3,265.3,1,4,0,0,0,0.416,0
203310,Consumer,billing,low,phone,3.4,16.6,269.8,1,4,0,0,0,0.25,0
203311,Consumer,login,low,email,6.7,37.0,251.2,1,3,0,0,0,0.015,0
203312,Consumer,login,high,chat,18.4,11.3,291.1,0,3,0,0,0,0.39,0
203313,Consumer,integrations,urgent,email,39.2,18.2,2884.4,2,2,0,0,0,-0.812,1
203314,SMB,api,urgent,chat,45.0,6.6,376.8,0,5,0,1,1,0.127,1
203315,SMB,integrations,medium,chat,17.7,8.9,272.5,1,5,0,0,1,0.151,0
203316,SMB,login,high,chat,20.4,12.3,511.2,0,5,0,0,1,0.169,1
203317,Consumer,performance,low,email,11.4,32.5,1056.9,0,4,1,0,0,0.407,0
203318,Consumer,performance,low,chat,56.3,29.3,1445.3,0,2,0,0,1,0.323,1
203319,SMB,performance,low,chat,56.3,19.0,481.4,0,4,0,0,0,-0.021,0
203320,Enterprise,mobile,medium,phone,5.3,5.2,1620.4,1,4,0,0,1,-0.604,1
203321,Consumer,login,medium,phone,42.7,7.3,206.4,0,4,0,0,0,0.085,0
203322,SMB,login,urgent,email,30.3,19.9,353.7,0,3,0,1,0,0.311,1
203323,SMB,login,high,community,9.1,235.5,554.5,0,5,0,0,0,0.19,1
203324,Consumer,mobile,low,chat,44.8,21.4,188.1,0,5,0,0,0,0.851,0
203325,Consumer,performance,low,email,16.2,59.7,663.0,0,4,0,0,0,0.234,0
203326,Enterprise,integrations,high,phone,5.0,14.6,1218.7,0,4,0,0,0,-0.225,1
203327,SMB,billing,medium,community,26.8,391.7,607.0,0,5,0,0,0,0.03,0
203328,Enterprise,login,high,community,21.3,176.5,234.1,1,3,0,0,0,-0.284,0
203329,Consumer,mobile,low,email,40.7,130.6,695.2,0,5,0,1,0,0.099,0
203330,Consumer,billing,medium,community,6.4,312.4,383.3,0,5,0,0,1,0.231,0
203331,Consumer,mobile,medium,email,40.9,57.5,317.9,0,4,0,0,0,0.84,0
203332,Consumer,login,medium,phone,13.8,14.4,367.2,0,5,0,0,0,0.383,0
203333,Consumer,mobile,medium,chat,12.6,4.9,698.8,0,4,0,0,1,0.366,0
203334,Enterprise,integrations,urgent,community,36.8,74.3,1896.9,0,3,0,1,1,-0.067,1
203335,Consumer,login,medium,chat,5.4,15.0,115.7,0,5,0,0,0,0.466,0
203336,SMB,login,medium,phone,21.8,4.7,259.8,0,4,0,0,0,0.318,0
203337,SMB,mobile,high,chat,9.9,6.9,3756.1,0,2,0,0,0,-0.381,1
203338,Consumer,performance,low,email,13.5,48.8,2276.9,0,3,0,1,1,0.06,1
203339,Consumer,performance,medium,email,32.7,27.0,633.9,0,4,0,0,0,0.03,0
203340,Consumer,billing,medium,phone,10.2,7.3,216.5,1,4,0,0,0,0.244,0
203341,Enterprise,billing,medium,email,26.3,49.8,502.6,0,4,0,1,0,-0.095,0
203342,Consumer,performance,low,chat,11.9,6.0,166.3,0,5,0,0,0,0.046,0
203343,Consumer,api,low,email,15.4,92.7,461.1,0,4,0,0,0,0.518,0
203344,SMB,integrations,high,chat,15.1,19.9,5532.6,1,2,0,0,1,-0.84,1
203345,Consumer,api,low,email,24.0,59.4,660.9,0,4,0,0,0,-0.183,0
203346,Consumer,integrations,medium,email,6.1,34.9,1246.7,0,3,0,0,0,-0.306,1
203347,Consumer,billing,high,phone,29.5,12.5,380.0,0,4,0,0,0,0.23,1
203348,SMB,integrations,low,chat,13.1,13.1,199.1,0,5,0,0,0,0.098,0
203349,Consumer,mobile,low,chat,1.9,11.1,337.2,0,4,0,0,0,-0.088,0
203350,SMB,performance,medium,email,49.7,66.4,862.6,0,4,1,0,0,-0.136,1
203351,Consumer,mobile,low,chat,30.5,12.9,364.3,1,4,0,0,1,-0.162,0
203352,Consumer,billing,low,email,31.1,157.6,203.1,1,4,0,0,1,-0.141,0
203353,SMB,login,low,email,28.4,46.0,180.3,1,5,0,0,0,-0.045,0
203354,SMB,integrations,low,chat,5.8,45.9,1984.7,0,3,0,0,1,0.097,1
203355,Consumer,integrations,medium,email,21.1,69.7,3043.1,0,3,0,0,1,-0.326,1
203356,Consumer,billing,medium,chat,19.6,11.2,617.0,0,4,0,0,0,0.071,0
203357,Consumer,performance,medium,email,44.8,27.6,556.6,0,4,0,1,0,0.352,0
203358,Consumer,api,high,email,28.2,91.6,3626.3,1,3,0,0,1,-0.383,1
203359,SMB,performance,medium,email,1.9,133.7,601.9,0,5,0,0,0,0.21,0
203360,Enterprise,integrations,medium,community,5.9,256.9,674.0,1,5,0,0,1,-0.083,0
203361,SMB,integrations,high,chat,11.7,3.7,566.8,0,5,0,0,0,0.368,1
203362,Enterprise,billing,low,community,41.6,195.2,359.6,2,4,1,0,0,0.037,0
203363,SMB,login,low,email,33.2,54.1,147.7,1,4,0,0,1,0.453,0
203364,Consumer,integrations,low,community,11.9,259.1,429.6,0,5,0,0,1,-0.026,0
203365,SMB,performance,low,phone,12.8,3.8,572.4,0,5,0,0,0,0.448,0
203366,SMB,integrations,high,phone,29.6,3.3,1010.4,0,3,0,0,0,-0.277,1
203367,Consumer,login,medium,chat,9.2,15.0,406.0,1,5,0,0,1,0.019,0
203368,Enterprise,login,medium,chat,6.8,6.7,508.1,0,5,0,0,0,-0.083,0
203369,Consumer,billing,medium,chat,21.9,8.9,1006.3,0,4,0,0,0,-0.159,1
203370,SMB,login,high,chat,19.2,18.7,291.7,0,4,0,0,0,0.156,0
203371,Consumer,login,low,email,14.3,66.2,101.3,1,4,0,0,0,0.505,0
203372,SMB,billing,urgent,chat,26.2,7.4,202.5,1,4,0,0,0,-0.201,1
203373,SMB,login,medium,email,8.3,52.9,521.6,0,4,1,0,0,0.056,0
203374,Enterprise,login,low,chat,15.2,8.9,180.5,0,4,0,0,0,0.21,0
203375,Enterprise,performance,low,email,19.6,83.8,772.7,0,4,0,0,0,0.69,0
203376,Enterprise,billing,medium,email,4.2,75.5,377.5,0,4,0,0,0,0.11,0
203377,Enterprise,billing,low,phone,14.3,5.5,786.4,0,4,0,0,0,0.439,0
